┌─────────┬──────────┬──────────────────┬────────────────┬──────────┬──────────┐
│ (index) │   sku    │   account_ref    │    user_ref    │ quantity │  value   │
│  5031   │ 'OVNPGA' │ 'FSFJUSAYKTHWOQ' │ 'TRNUUFJFFBOH' │   '1'    │ '141.2'  │
│  5032   │ 'IIBEWR' │ 'NLYOFDESRNZBFB' │ 'VUFWYALDUXIA' │   '1'    │ '58.14'  │
│  5033   │ 'TJGMJE' │        ''        │       ''       │   '2'    │ '142.94' │
│  5034   │ 'WOAIXA' │ 'QRIUBAXHXNUZIM' │ 'GLBFHFQYGTGV' │   '3'    │ '364.39' │
│  5035   │ 'GPVDUE' │        ''        │       ''       │   '3'    │ '572.76' │
│  5036   │ 'FXEQYV' │        ''        │       ''       │   '1'    │ '383.06' │
│  5037   │ 'DMIGET' │ 'ESSZVMCEAIPYVN' │       ''       │   '3'    │ '100.51' │
│  5038   │ 'NPYJOI' │ 'GULAXLOZUBRFLW' │       ''       │   '2'    │ '323.57' │
│  5039   │ 'PTZTZV' │ 'NJFGQKWRFTZBKM' │ 'TFQBRHPFUVEG' │   '2'    │ '151.29' │
│  5040   │ 'YFVCID' │ 'CZCBWGVPRKZQSC' │ 'DLFRNSFGQTFR' │   '3'    │ '584.55' │
│  5041   │ 'JHBIBM' │        ''        │       ''       │   '2'    │ '86.39'  │
│  5042   │ 'DDDBIL' │        ''        │       ''       │   '2'    │ '426.55' │
│  5043   │ 'LSNTPL' │        ''        │       ''       │   '2'    │ '65.42'  │
│  5044   │ 'BYPFCC' │        ''        │       ''       │   '1'    │  '41.3'  │
│  5045   │ 'ROLPTL' │        ''        │       ''       │   '2'    │ '338.91' │
│  5046   │ 'LYGWFX' │        ''        │       ''       │   '1'    │ '67.41'  │
│  5047   │ 'KBMZML' │        ''        │       ''       │   '3'    │ '54.84'  │
│  5048   │ 'ILVWWE' │        ''        │       ''       │   '2'    │   '22'   │
│  5049   │ 'JPDFNO' │ 'ANGWLWJLYYJIXF' │       ''       │   '2'    │ '308.42' │
│  5050   │ 'GMSOZS' │        ''        │       ''       │   '2'    │ '428.2'  │
│  5051   │ 'MAINXM' │        ''        │       ''       │   '2'    │ '267.94' │
│  5052   │ 'VILOKT' │ 'EZDEDJGIHMENYM' │       ''       │   '1'    │ '593.74' │
│  5053   │ 'HNQNFD' │        ''        │       ''       │   '3'    │ '522.05' │
│  5054   │ 'MBZSFC' │        ''        │       ''       │   '2'    │ '104.79' │
│  5055   │ 'DSMCBP' │        ''        │       ''       │   '1'    │ '672.32' │
│  5056   │ 'NPYJOI' │        ''        │       ''       │   '2'    │ '253.61' │
│  5057   │ 'YVZQSR' │ 'AMGHGMXIMHVAGD' │ 'VUZPLCCGFCRE' │   '2'    │ '287.9'  │
│  5058   │ 'DLGQHG' │        ''        │       ''       │   '3'    │ '373.98' │
│  5059   │ 'FNOJKO' │ 'LIVBZBBCQCWGWN' │ 'EEPRLVIPMGGA' │   '3'    │ '135.75' │
│  5060   │ 'HPSSGK' │ 'VZDOMPTFEBLUQK' │ 'SVZHNJHQIZNE' │   '1'    │ '329.13' │
│  5061   │ 'JDHMTD' │        ''        │       ''       │   '1'    │ '160.3'  │
│  5062   │ 'XUAYXU' │        ''        │       ''       │   '2'    │ '395.67' │
│  5063   │ 'CVCMZA' │ 'JAJOSUEYHGOKKP' │       ''       │   '3'    │ '315.4'  │
│  5064   │ 'WZTVEP' │ 'KHTLMNIDFTQKWX' │ 'IOAZOQDGYOVT' │   '1'    │ '232.66' │
│  5065   │ 'JXMIZH' │        ''        │       ''       │   '1'    │ '664.23' │
│  5066   │ 'HOKHKT' │        ''        │       ''       │   '2'    │ '422.51' │
│  5067   │ 'YOKIVV' │ 'WVIXNILLHXPSFV' │ 'MVHJWLZRKAHU' │   '1'    │ '293.98' │
│  5068   │ 'QEMPAC' │ 'QKFSQRKXPYAMCP' │       ''       │   '1'    │ '609.88' │
│  5069   │ 'UACGIK' │ 'PKMGQUKJPOODHF' │       ''       │   '3'    │ '48.43'  │
│  5070   │ 'CMBRYF' │        ''        │       ''       │   '2'    │ '634.88' │
│  5071   │ 'DKNLWG' │ 'IFFFRKMDSBWNUC' │       ''       │   '2'    │ '26.93'  │
│  5072   │ 'DDJAFP' │ 'FGPCKJIWORZMKX' │       ''       │   '2'    │ '314.22' │
│  5073   │ 'GEIRRL' │ 'DVRHFSDRZZHVQQ' │ 'IREGFWFMRLXH' │   '2'    │ '266.88' │
│  5074   │ 'IVMLEB' │ 'MAKZDZVIVRBYVI' │ 'TFKBSXHECNWZ' │   '1'    │ '286.55' │
│  5075   │ 'OQTEKF' │ 'UQVCGXHCUFZXNM' │ 'GWAVXZKJSIAD' │   '2'    │ '394.89' │
│  5076   │ 'GUUOFS' │        ''        │       ''       │   '1'    │ '120.83' │
│  5077   │ 'WAWODS' │        ''        │       ''       │   '1'    │ '609.79' │
│  5078   │ 'TQCZKY' │ 'HLXIELKZTBHYIB' │ 'CAJJITJKNZGC' │   '1'    │ '413.84' │
│  5079   │ 'LPGVGY' │        ''        │       ''       │   '3'    │ '604.86' │
│  5080   │ 'YHLEHG' │ 'CWIMLMOPZARVSX' │ 'UQHYHIPCARSB' │   '1'    │ '553.19' │
│  5081   │ 'PZTHJL' │ 'ZXLTUDZARXDCWV' │ 'VODPPXANEWIS' │   '2'    │ '24.91'  │
│  5082   │ 'TTUPCA' │        ''        │       ''       │   '2'    │ '91.22'  │
│  5083   │ 'FUIVQE' │        ''        │       ''       │   '2'    │ '298.45' │
│  5084   │ 'NRHHDF' │ 'XTHGZDRDGFFJOV' │       ''       │   '2'    │ '349.27' │
│  5085   │ 'DGYFRX' │ 'STOTOYLAKJQKFF' │       ''       │   '3'    │ '454.43' │
│  5086   │ 'WUYZTK' │ 'VUBHYQLZZQROWD' │       ''       │   '2'    │ '115.53' │
│  5087   │ 'NYLTTF' │        ''        │       ''       │   '2'    │ '353.43' │
│  5088   │ 'EBENWB' │        ''        │       ''       │   '1'    │ '634.62' │
│  5089   │ 'CTZBOR' │        ''        │       ''       │   '1'    │ '454.77' │
│  5090   │ 'EIAVGO' │ 'IHYTTXCEQZRVWN' │ 'LDZYOILTIGNK' │   '1'    │ '228.19' │
│  5091   │ 'WSQFCU' │ 'YYPOBDAUFMWDCV' │       ''       │   '3'    │ '164.84' │
│  5092   │ 'SRAVRA' │        ''        │       ''       │   '3'    │ '649.9'  │
│  5093   │ 'DIPAAN' │        ''        │       ''       │   '1'    │ '549.72' │
│  5094   │ 'POMVQB' │ 'RLWYTCPVMZNROR' │ 'FQKKCQMLFNMZ' │   '1'    │ '145.51' │
│  5095   │ 'PHXYJG' │        ''        │       ''       │   '1'    │ '294.29' │
│  5096   │ 'WGYMVZ' │        ''        │       ''       │   '2'    │ '522.92' │
│  5097   │ 'KLZMZI' │        ''        │       ''       │   '3'    │ '259.8'  │
│  5098   │ 'TIFVHV' │        ''        │       ''       │   '1'    │ '247.63' │
│  5099   │ 'LAPKGG' │        ''        │       ''       │   '3'    │ '432.08' │
│  5100   │ 'ZRCQAJ' │ 'UERRUZRLMUYDAQ' │ 'WJGRRZEJYDHA' │   '2'    │ '325.61' │
│  5101   │ 'MYWVOB' │ 'SNXCBEQRGOKRRY' │ 'NPXSXVTJATPO' │   '3'    │   '90'   │
│  5102   │ 'XLSRYD' │        ''        │       ''       │   '2'    │ '581.91' │
│  5103   │ 'NGPOGH' │ 'RZYGEVYVRGPONK' │       ''       │   '2'    │ '312.61' │
│  5104   │ 'DEXJKD' │ 'VZDOMPTFEBLUQK' │ 'EWVNOMEVQXQI' │   '3'    │ '222.79' │
│  5105   │ 'FRGKLJ' │        ''        │       ''       │   '3'    │ '344.41' │
│  5106   │ 'RUFJVF' │ 'IOAADSVPVRUPTA' │ 'YHHAMSJJYHBQ' │   '1'    │ '445.49' │
│  5107   │ 'XSTSGQ' │        ''        │       ''       │   '1'    │ '295.85' │
│  5108   │ 'TRBPSL' │ 'LZDRTTXHQLPRGV' │       ''       │   '1'    │ '428.46' │
│  5109   │ 'OVONLP' │        ''        │       ''       │   '1'    │ '459.44' │
│  5110   │ 'JDNOFG' │        ''        │       ''       │   '1'    │ '669.17' │
│  5111   │ 'NRHHDF' │ 'WKAXOTFPFMIZXO' │ 'YVIFMPTITFYH' │   '3'    │ '382.14' │
│  5112   │ 'ADRSQC' │        ''        │       ''       │   '1'    │ '384.54' │
│  5113   │ 'QCMEHX' │ 'FKRQIJIBHYMYKU' │       ''       │   '2'    │ '293.59' │
│  5114   │ 'VBFKHK' │ 'INOTGNRVSFFNLR' │ 'BHYDQLOACNWH' │   '3'    │ '404.75' │
│  5115   │ 'OXHFQI' │ 'RXEJVFAAEWDKZV' │ 'SHPAMQNUNDJP' │   '1'    │ '551.71' │
│  5116   │ 'EITTPS' │        ''        │       ''       │   '1'    │ '641.74' │
│  5117   │ 'RXDMRY' │ 'RUKHEBAJALWYKK' │       ''       │   '3'    │ '37.67'  │
│  5118   │ 'KMJXJB' │ 'XWGJCOAMPBWVEL' │ 'BVNZGHXIUNQU' │   '1'    │ '307.69' │
│  5119   │ 'NENKBD' │ 'CWIMLMOPZARVSX' │ 'PBUBIHFNLVYM' │   '1'    │ '169.86' │
│  5120   │ 'DJPBJB' │        ''        │       ''       │   '3'    │ '278.39' │
│  5121   │ 'QWTEKO' │        ''        │       ''       │   '3'    │ '121.63' │
│  5122   │ 'KLBIUG' │        ''        │       ''       │   '2'    │ '530.71' │
│  5123   │ 'XVORIP' │        ''        │       ''       │   '3'    │ '487.99' │
│  5124   │ 'WELLRN' │        ''        │       ''       │   '1'    │ '351.37' │
│  5125   │ 'VNDUAW' │        ''        │       ''       │   '1'    │ '331.59' │
│  5126   │ 'MHTYAO' │ 'UIZQAVHZPHDQHM' │ 'EGEBPNIAWHFB' │   '3'    │ '457.76' │
│  5127   │ 'HGTFKR' │ 'DTIRZHVIFOURDF' │       ''       │   '2'    │ '291.07' │
│  5128   │ 'HWCKPJ' │        ''        │       ''       │   '1'    │ '524.24' │
│  5129   │ 'MJSTRN' │        ''        │       ''       │   '1'    │ '322.76' │
│  5130   │ 'WYJZZN' │ 'CZCBWGVPRKZQSC' │ 'DTMQQOWDQGGA' │   '2'    │ '17.59'  │
│  5131   │ 'NFVHSI' │        ''        │       ''       │   '2'    │ '244.71' │
│  5132   │ 'ZNUKLR' │        ''        │       ''       │   '3'    │ '329.89' │
│  5133   │ 'MWQNTT' │        ''        │       ''       │   '3'    │ '109.77' │
│  5134   │ 'YHMPME' │        ''        │       ''       │   '2'    │ '109.02' │
│  5135   │ 'LFWFYL' │ 'AQQXZLBINIBPVN' │ 'QKODGIKGVYUG' │   '2'    │ '269.05' │
│  5136   │ 'MMRTAV' │        ''        │       ''       │   '3'    │ '22.07'  │
│  5137   │ 'YQYTAZ' │        ''        │       ''       │   '3'    │ '78.95'  │
│  5138   │ 'VWJXAG' │ 'NTTGIDJDKJAZWJ' │       ''       │   '1'    │  '56.9'  │
│  5139   │ 'LFZMBM' │ 'DBGQOCYFKFHGYL' │ 'MQAVPCNUQDVW' │   '2'    │ '492.2'  │
│  5140   │ 'LBJRCQ' │ 'ZMSLNSLPTHCGQN' │       ''       │   '2'    │ '277.23' │
│  5141   │ 'CDTLHW' │ 'HNDBOLUEJSVMQZ' │       ''       │   '1'    │ '592.54' │
│  5142   │ 'RWUHYQ' │        ''        │       ''       │   '2'    │ '334.07' │
│  5143   │ 'UGAHAF' │ 'HKLZHIESSWXOMN' │ 'EBLSHJTRODUQ' │   '2'    │ '426.34' │
│  5144   │ 'OVCBGX' │        ''        │       ''       │   '3'    │ '421.98' │
│  5145   │ 'ONWFIX' │        ''        │       ''       │   '3'    │ '39.59'  │
│  5146   │ 'JDNOFG' │        ''        │       ''       │   '1'    │ '457.55' │
│  5147   │ 'JZYYCC' │ 'OJHVDTDXCQUOSJ' │ 'ZRQGUGERFCGT' │   '1'    │ '276.37' │
│  5148   │ 'PCXZFL' │ 'QACGHPRCBSCGBF' │       ''       │   '1'    │ '408.09' │
│  5149   │ 'WKMKTG' │        ''        │       ''       │   '2'    │ '150.15' │
│  5150   │ 'DQIVBF' │        ''        │       ''       │   '2'    │ '420.44' │
│  5151   │ 'RNYFET' │ 'WCZXVIGFOCRPXQ' │       ''       │   '1'    │ '366.91' │
│  5152   │ 'JUAYNG' │ 'XVGQCWPXQGGTSA' │       ''       │   '2'    │ '141.52' │
│  5153   │ 'MXTUAU' │ 'VCYYEZBOLSPETA' │ 'XFAXCMVRPEBJ' │   '1'    │ '148.02' │
│  5154   │ 'UWYYNX' │        ''        │       ''       │   '1'    │ '225.19' │
│  5155   │ 'PFQASF' │        ''        │       ''       │   '3'    │ '197.75' │
│  5156   │ 'KSLNFZ' │ 'GWCJZOCSFZVCOV' │ 'ONLVPKGQVSUI' │   '2'    │ '480.3'  │
│  5157   │ 'XISRZD' │ 'RRTLITGWBNLAML' │       ''       │   '3'    │ '438.94' │
│  5158   │ 'JOWBCQ' │ 'DFPBCJZLPFRJPB' │       ''       │   '3'    │ '587.86' │
│  5159   │ 'VWYVBC' │        ''        │       ''       │   '2'    │ '140.8'  │
│  5160   │ 'UJPHRT' │ 'STOTOYLAKJQKFF' │ 'EWMIPWUQWQZD' │   '3'    │ '376.68' │
│  5161   │ 'TIQMZY' │        ''        │       ''       │   '2'    │ '555.94' │
│  5162   │ 'ATQYKJ' │        ''        │       ''       │   '1'    │ '394.7'  │
│  5163   │ 'BWCPLB' │        ''        │       ''       │   '2'    │ '167.91' │
│  5164   │ 'XKIGDB' │        ''        │       ''       │   '2'    │ '640.1'  │
│  5165   │ 'CDXTXA' │        ''        │       ''       │   '2'    │ '91.95'  │
│  5166   │ 'NIJGSA' │        ''        │       ''       │   '3'    │ '123.56' │
│  5167   │ 'LXXOHQ' │ 'KEJVKXNFAFYODP' │ 'DLZEKAEXPBHK' │   '2'    │ '447.49' │
│  5168   │ 'ZFHVSW' │        ''        │       ''       │   '2'    │ '634.72' │
│  5169   │ 'NNVWPG' │ 'KLIXKLXWFSHVOU' │ 'YUATELPJSCHI' │   '1'    │ '528.68' │
│  5170   │ 'ZMYBHM' │ 'HFTXBEQXXCRKYV' │ 'XSHPWRCRHEBF' │   '1'    │ '651.71' │
│  5171   │ 'MDUSLJ' │        ''        │       ''       │   '3'    │ '410.97' │
│  5172   │ 'DMFTJM' │        ''        │       ''       │   '2'    │ '210.48' │
│  5173   │ 'BRWKDN' │        ''        │       ''       │   '2'    │ '215.83' │
│  5174   │ 'WGWQSF' │ 'AGQJMCJXWWLXZB' │       ''       │   '2'    │  '99.6'  │
│  5175   │ 'PPXJOC' │        ''        │       ''       │   '2'    │ '16.83'  │
│  5176   │ 'UEYUUK' │ 'WVIXNILLHXPSFV' │ 'HUJHYPYVOFVU' │   '2'    │ '60.19'  │
│  5177   │ 'IVWSHT' │ 'DZONTXCAWKDWHS' │ 'NRVTOBWMRPRA' │   '2'    │ '296.62' │
│  5178   │ 'MPKWEQ' │        ''        │       ''       │   '3'    │ '490.79' │
│  5179   │ 'KWNNAS' │        ''        │       ''       │   '1'    │ '66.47'  │
│  5180   │ 'EXTBXK' │        ''        │       ''       │   '3'    │ '83.38'  │
│  5181   │ 'PYGHMA' │ 'AKVCRRNBHODSSA' │ 'PBYEAMQNPYNL' │   '3'    │ '417.32' │
│  5182   │ 'ZVCGHZ' │ 'ZXLTUDZARXDCWV' │ 'XUSKCRAYFMTO' │   '2'    │ '354.43' │
│  5183   │ 'HDLBVB' │ 'ANVGHQYSATHYNI' │ 'FHTLAWBTKFTZ' │   '3'    │ '58.93'  │
│  5184   │ 'RSOYDO' │        ''        │       ''       │   '2'    │ '428.43' │
│  5185   │ 'RURDFV' │        ''        │       ''       │   '2'    │ '237.43' │
│  5186   │ 'PHELAC' │ 'HZYCBZEABONAMU' │       ''       │   '1'    │ '403.86' │
│  5187   │ 'ERDNDQ' │        ''        │       ''       │   '2'    │ '297.52' │
│  5188   │ 'TXLHLB' │ 'SEDEWBHTTEJHME' │ 'LLWSGJTZJIFC' │   '3'    │ '501.26' │
│  5189   │ 'YHLEHG' │ 'IAQMPNKGVMGKZD' │ 'DDWFNZHEBFEM' │   '2'    │ '420.8'  │
│  5190   │ 'AREPMX' │        ''        │       ''       │   '2'    │ '50.48'  │
│  5191   │ 'JQGGLK' │ 'MNHNYKWZFMAUGK' │       ''       │   '3'    │ '560.17' │
│  5192   │ 'ULEUSI' │        ''        │       ''       │   '2'    │ '523.05' │
│  5193   │ 'DKDTUV' │        ''        │       ''       │   '2'    │ '21.34'  │
│  5194   │ 'ABIYWS' │        ''        │       ''       │   '3'    │ '66.78'  │
│  5195   │ 'HZXJPG' │        ''        │       ''       │   '1'    │ '115.65' │
│  5196   │ 'BCYBRB' │        ''        │       ''       │   '2'    │ '302.65' │
│  5197   │ 'NPYJOI' │        ''        │       ''       │   '1'    │ '335.23' │
│  5198   │ 'VQJQYY' │ 'SDNGQJVONNBRAD' │       ''       │   '2'    │ '61.32'  │
│  5199   │ 'TKGEJB' │        ''        │       ''       │   '2'    │ '494.31' │
│  5200   │ 'MFGSKX' │        ''        │       ''       │   '2'    │ '268.04' │
│  5201   │ 'UQZEYQ' │ 'XUVVDDVFKWRZVS' │       ''       │   '3'    │ '542.86' │
│  5202   │ 'YBYFVZ' │        ''        │       ''       │   '3'    │ '202.64' │
│  5203   │ 'DKJNJK' │ 'MFJLMYDGAPIMNS' │       ''       │   '2'    │ '166.2'  │
│  5204   │ 'IBLEED' │ 'JNSPJHXIEPVHUK' │       ''       │   '2'    │ '441.32' │
│  5205   │ 'IQZMMQ' │        ''        │       ''       │   '1'    │ '533.06' │
│  5206   │ 'BEJNHX' │ 'LKNRCEIWFUTMHA' │ 'XGFOIGYWPVUF' │   '1'    │ '133.43' │
│  5207   │ 'YIDVHI' │        ''        │       ''       │   '1'    │ '143.19' │
│  5208   │ 'ZVDLWQ' │ 'TXASWXRDMHLMAK' │       ''       │   '3'    │ '154.6'  │
│  5209   │ 'YUZEUH' │ 'LGNMYBKSMZFUYR' │       ''       │   '3'    │ '586.99' │
│  5210   │ 'CORMCI' │ 'SEFMLNSBBYYEMJ' │ 'FXGEEGWKRMGP' │   '1'    │ '454.51' │
│  5211   │ 'CMFCOE' │ 'YVSIRCBKRWJCEB' │ 'TEEZYOXYPIXH' │   '3'    │ '414.69' │
│  5212   │ 'UVXHFK' │ 'YBYXANBLLDKFWE' │ 'RSOPQVNSILXJ' │   '1'    │ '90.43'  │
│  5213   │ 'YAEOAG' │        ''        │       ''       │   '1'    │ '137.94' │
│  5214   │ 'DBVYPE' │        ''        │       ''       │   '3'    │ '128.11' │
│  5215   │ 'UZENLQ' │        ''        │       ''       │   '3'    │ '602.11' │
│  5216   │ 'CFFRQO' │ 'QMHXXSWGVILRYG' │ 'IRYZMHCZGFUZ' │   '1'    │ '103.61' │
│  5217   │ 'HRFLRF' │ 'XTYFADRZIQVBET' │       ''       │   '1'    │ '374.93' │
│  5218   │ 'HTILHI' │ 'HLXIELKZTBHYIB' │       ''       │   '3'    │ '612.45' │
│  5219   │ 'UPMOPB' │        ''        │       ''       │   '2'    │  '25.9'  │
│  5220   │ 'MRRCYT' │        ''        │       ''       │   '3'    │ '190.39' │
│  5221   │ 'MHVSTD' │ 'QRNAVWLPUZQITP' │       ''       │   '3'    │ '482.34' │
│  5222   │ 'XUYJJZ' │ 'UKLNSIKIJRKQUZ' │       ''       │   '3'    │ '171.98' │
│  5223   │ 'ORFWIB' │        ''        │       ''       │   '1'    │ '44.67'  │
│  5224   │ 'ISUGZF' │        ''        │       ''       │   '2'    │ '372.87' │
│  5225   │ 'ASSHXR' │        ''        │       ''       │   '2'    │ '412.21' │
│  5226   │ 'LCMZPC' │        ''        │       ''       │   '1'    │ '498.87' │
│  5227   │ 'HKJTNE' │ 'TFMGIHDKYDRTPW' │ 'BGUHGDFOHYBJ' │   '2'    │ '441.73' │
│  5228   │ 'XBXWRH' │        ''        │       ''       │   '3'    │ '342.66' │
│  5229   │ 'MHMKLK' │ 'QRPNZPCMXDVXKQ' │ 'XJCEENHSXYPO' │   '2'    │ '621.44' │
│  5230   │ 'AKTBXX' │ 'YWPWGOPGNJIBNH' │ 'UHFHUCMVMNRF' │   '3'    │ '159.1'  │
│  5231   │ 'ELNZXN' │        ''        │       ''       │   '2'    │ '421.2'  │
│  5232   │ 'QFGVAN' │        ''        │       ''       │   '3'    │ '117.89' │
│  5233   │ 'PHMQVR' │        ''        │       ''       │   '2'    │ '324.72' │
